Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.197249677217233,-0.0026713391993762005,5.95156994017117,0.0006,0.0,0.0
4.1971400614502175,-0.0034285665644053728,5.553449114692645,0.0004,4.213,9.375
3.518394855144339,-3.975181500502908,5.435730330132727,3.997,1.393,22.468000000000004
3.406248575222161,-3.975934340641522,5.536228282773021,3.997,1.318,34.687
3.2237175960076185,-3.975817495168773,5.751116999260275,3.997,1.166,46.89
2.9380798563163752,-3.9767291231283286,6.12598070481382,3.997,0.903,59.218
2.6344190967276173,-3.9752664906520727,6.611096711225971,3.997,0.598,71.406
2.3642680452849265,-3.9722285686009853,7.299166775562071,3.997,0.308,83.968
3.9043862638149722,-0.005098309066765169,7.94062124197694,0.0006,0.0,96.515
3.982572626603354,-0.007433863655625937,8.230234796537065,0.0006,0.0,109.17099999999999
