Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time
4.191096507657491,-0.004361641150143346,6.041835814130409,0.0004,0.0,0.0
4.1914127894156605,-0.0002442150904973676,6.052087785607065,0.0006,4.206,9.327999999999996
3.4074964731341506,-4.027650788959281,6.229407781829499,3.996,1.442,21.592999999999996
3.267435856950262,-4.026035919268771,6.691617820019177,3.996,1.349,33.156
2.9924890925511924,-4.025184488393596,7.201474495111883,3.996,1.17,44.717999999999996
2.477400979290002,-4.0265300625887015,7.938577349036213,3.996,0.793,56.297
1.9251333188603235,-3.7239888710917075,8.849940327970373,3.996,0.161,67.84299999999999
3.894681372818267,-0.0036730575201938515,9.84264652434135,0.0004,0.001,79.609
3.9869729269763723,-0.004392561628330062,10.234272159780144,0.0004,0.001,91.515
4.026352639685201,-0.004807158197001268,10.339342995308634,0.0004,0.001,103.422
4.048669581050433,-0.0055030404385366565,10.284590368787082,0.0004,0.001,115.312
4.063313304688535,-0.00343478394449351,10.292873659602707,0.0004,0.001,127.203
4.074109835989189,-0.002631789735926417,10.220476540967438,0.0004,0.001,139.172
4.082427095369766,-0.0026864250004037266,10.141961803562022,0.0004,0.001,151.078
4.0892990616238265,-0.0008123254928102639,10.111890840264945,0.0004,0.001,163.0
4.0950911018825895,-0.0030678962731399135,9.97562763545627,0.0004,0.001,174.922
4.099816072248715,-0.0026336499218274348,9.947957391582786,0.0004,0.001,186.906
4.1037725632232425,-0.0022137549354392153,9.865239722462492,0.0004,0.001,198.797
4.1074926392472975,-0.000855784179433023,9.77366050739266,0.0004,0.001,210.765
4.110405628354844,-0.003272514328032679,9.691449782939333,0.0004,0.001,222.687
4.113282835374536,-0.0006360533180321772,9.617934426956474,0.0004,0.001,234.578
4.1156569510198855,-0.0014509215196474108,9.540671543953238,0.0004,0.001,246.593
4.117734976563414,-0.001981814841928548,9.501065029975837,0.0004,0.001,258.578
4.1197977074194005,-0.003247062855578527,9.441198363942615,0.0004,0.001,270.453
4.12144977324626,-0.004166668329927875,9.409627949087866,0.0004,0.001,282.375
4.123091217617489,-0.0018154337935520285,9.311380282435728,0.0004,0.001,294.281
4.124349960642185,-0.004656138421986539,9.261306602932448,0.0004,0.001,306.125
4.125791161071284,-0.004773028412018433,9.209555219678338,0.0004,0.001,318.031
4.1268145181843146,-0.005487258084033332,9.161789322669359,0.0004,0.001,329.968
4.127813065487265,-0.0033788484074590143,9.11631305533042,0.0004,0.001,341.875
4.129053490148764,-0.00551970445953823,9.070308838483298,0.0004,0.001,353.859
4.130067005740835,-0.004522955951690391,9.043118202865674,0.0004,0.001,365.812
4.131056301672686,-0.0037713276463500396,8.976287378713142,0.0004,0.001,377.75
4.131941346868093,-0.0029572324568048194,8.943848634599492,0.0004,0.001,389.64
4.1326375269592255,-0.0011036505623452037,8.909651066062686,0.0004,0.001,401.515
4.133300260356749,-0.0015940805629374951,8.877682937677466,0.0004,0.001,413.406
4.134033579639069,-0.00016590615631948362,8.843859979017015,0.0004,0.001,425.218
4.134683810153692,-0.0015363394828932968,8.800599407402078,0.0004,0.001,437.093
4.135259420192951,-0.0024258688064912153,8.755111537848801,0.0004,0.001,448.984
4.135803353261177,-0.0010926477507333344,8.720815420674004,0.0004,0.001,460.859
4.136514369752962,-0.0016785945692843844,8.702388325359662,0.0004,0.001,472.765
4.137049566090771,-0.0019124206215756674,8.680808177052311,0.0004,0.001,484.734
4.137514549885368,-0.0006373383564209673,8.654325613378493,0.0002,0.001,496.609
4.137805244795503,-0.0005238455328227937,8.609930121416003,0.0004,0.001,508.437
4.138264990647832,-0.005450034922171885,8.586819788909988,0.0004,0.001,520.312
4.138827941300388,-0.00348680042673542,8.572386773187976,0.0004,0.001,532.218
4.139147452568027,-0.0032724255004474142,8.541003273848865,0.0004,0.001,544.187
4.139636078494086,-0.004670671872543031,8.538277658586345,0.0004,0.001,556.156
4.139855776866084,-0.002420997033402508,8.50510640075937,0.0004,0.001,568.047
4.140268453582054,-0.0018700150530716181,8.47337980638528,0.0002,0.001,579.937
4.140580563101429,-0.002908098674301836,8.457786535793284,0.0004,0.001,591.843
4.141033419766501,-0.003644650077075637,8.427821766287755,0.0004,0.001,603.75
4.141432803624831,-0.00013311318859487352,8.445464003183456,0.0004,0.001,615.656
4.141610522484494,-0.000868496440998812,8.4527497278908,0.0004,0.001,627.562
4.142030353032201,0.0023258367985470275,8.426420849549537,0.0004,0.001,639.5
4.142144093168754,-0.000414179577396184,8.402528946062414,0.0004,0.001,651.422
4.142451563207622,-0.0009471651241611179,8.330799646612775,0.0004,0.001,663.422
4.142707330733684,-0.002742649351747246,8.101577458989173,0.0004,0.001,675.328
4.14311837649167,-0.0025072754289421364,7.577575294976575,0.0004,0.001,687.203
4.143155748482422,-0.00401423682456141,7.374103730952783,0.0004,0.001,699.203
4.143431654470847,-0.0017953650219047388,7.551230042948219,0.0004,0.001,711.078
4.143659698845174,-0.0035303495728439796,7.284046514997499,0.0004,0.001,722.968
4.143942480226815,-0.0016316720178187918,7.103026200427128,0.0004,0.001,734.859
4.144233246473297,-0.0013584645510741635,6.94148663347894,0.0004,0.001,746.797
4.144400222806539,-0.0003334352076574933,6.785002033364549,0.0004,0.001,758.75
4.1446917394352925,-0.001361438891418216,6.543968639054236,0.0004,0.001,770.672
4.144789620215519,-0.0034305622487733256,6.4440652378890615,0.0004,0.001,782.562
4.145009071715595,-0.002430860386467151,6.3381657844448895,0.0004,0.001,794.484
4.14518138666749,-0.0041137303919527,6.150612513527647,0.0004,0.001,806.359
4.145329243085678,-0.0013047660899914622,5.987359386570289,0.0004,0.001,818.265
4.145505919871259,-0.0028899385997117988,5.84535671204753,0.0004,0.001,830.187
4.145764255680144,-0.005216686798907504,5.708373780998141,0.0004,0.001,842.062
4.145993777239355,-0.002480087034154893,5.660023842100703,0.0004,0.001,853.953
4.146129406005312,-0.0026325543108672274,5.442387457487271,0.0004,0.001,865.859
4.146301440035286,-0.004010211417715521,5.295814668113837,0.0004,0.001,877.75
4.146708665356548,-0.0026441465511835897,5.211631996710203,0.0004,0.001,889.718
4.146701712535246,-0.0020634447514439663,5.173552618385618,0.0004,0.001,901.64
4.14653309030692,-0.0019293197013760454,5.477219921534619,0.0004,0.001,913.468
4.1469916687848825,-0.001966134595480647,5.273846700383641,0.0004,0.001,925.359
4.14714274212586,-0.0038955843043277137,5.376720104056025,0.0004,0.001,937.265
4.147425565757003,0.0005191216462667827,5.4751107584501435,0.0004,0.001,949.172
4.147211256929698,-0.003312491152453908,5.534606310108723,0.0004,0.001,961.078
4.147408523906925,-0.00241117541018734,5.634337879198668,0.0004,0.001,973.0
4.147338378110421,-0.0024774160940153624,5.644514884989363,0.0004,0.001,984.89
4.147664058394599,-0.0028460058013543878,5.684214736828242,0.0004,0.001,996.765
