Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time
3.6961764476897487,-0.0036987180356553196,24.42159116910582,0.0,0.003,0.0
3.1601857984503905,-3.560669953841289,24.41770441558679,-3.553,1.462,2.4530000000000003
3.8869394218280107,1.506801192987998,24.536106969284987,1.498,4.602,10.781000000000002
3.9145920021335723,1.5071301379027822,24.66532860976065,1.498,4.656,18.968
3.9288610753265973,1.5090040270660912,24.725110533894874,1.5,4.667,27.483999999999998
3.9381952749799853,1.5079064398738307,24.769755261765496,1.5,4.677,35.672
3.9450718777234375,1.5066375189335972,24.778728437236282,1.5,4.683,43.875
3.951790806705952,1.5087225871565928,24.783759755751962,1.5,4.694,52.047
3.957553729821811,1.5078873376839534,24.776990856582465,1.5,4.699,60.234
3.9629749744817278,1.5048773564217424,24.781208623138813,1.498,4.704,68.468
3.967970431204044,1.5075415768124059,24.779757584365072,1.498,4.71,76.672
3.9727950624934447,1.5082940313998774,24.77666092866228,1.5,4.71,84.875
3.9770012756731155,1.5075022051070497,24.749476843727837,1.5,4.715,93.062
3.981356024016649,1.5082166485856234,24.751483812085795,1.5,4.721,101.25
3.985234261588934,1.5054691245441496,24.74509136989325,1.5,4.726,109.437
3.9892175319206293,1.5075250763165948,24.750381916275245,1.5,4.731,117.609
3.992720229226024,1.509388190693682,24.745672021857178,1.5,4.731,125.781
3.9962005517616745,1.5085445354348683,24.747623250800174,1.5,4.737,133.968
3.9995373156152603,1.5082077373363163,24.739475397242142,1.5,4.742,142.125
4.002601251874521,1.5086267004524827,24.74190673149762,1.5,4.742,150.297
4.005540815753585,1.5075674127272838,24.73968470665615,1.5,4.748,158.468
4.008421295847293,1.5069606417699248,24.74134825007769,1.5,4.748,166.64
4.011373676609447,1.509462260089911,24.744423889480263,1.5,4.753,174.797
4.013969546178668,1.506056644280511,24.737777886307995,1.5,4.753,182.968
4.016833973114264,1.5094513834287246,24.74717107093178,1.498,4.758,191.109
4.0192034695870404,1.507298869516839,24.74557895615394,1.498,4.758,199.281
4.02186787747289,1.5069467215799746,24.74848884973123,1.498,4.764,207.453
4.024276746102877,1.508696735986082,24.74218542070658,1.498,4.764,215.64
4.026626714253293,1.5087036654327026,24.752925750505877,1.5,4.769,223.797
4.028838789598304,1.5090177874136967,24.75871845431096,1.498,4.769,231.953
4.031044833594994,1.5093083330449044,24.767811499291128,1.5,4.775,240.156
4.033206109302026,1.5070200398907525,24.763624530204286,1.498,4.775,248.375
4.0351452035604325,1.5094800555106025,24.768745489268245,1.5,4.775,256.547
4.036914208778734,1.5092243848020916,24.776371654443484,1.498,4.78,264.703
4.038934104141596,1.5085388084100702,24.778744914124815,1.498,4.78,272.843
4.040730739002307,1.5056711674026093,24.779788178162693,1.498,4.78,281.062
4.042111583676069,1.5066681413624772,24.790003262455034,1.498,4.785,289.203
4.043840692912721,1.506446449161647,24.788916182875038,1.5,4.785,297.359
4.045437583979956,1.5074283232546637,24.79164806086342,1.498,4.785,305.515
4.047066416241266,1.5087510204525252,24.79985436632669,1.5,4.791,313.656
4.048163803080457,1.5078592724021376,24.811435329405352,1.5,4.791,321.812
4.049518150949396,1.5089626036638188,24.821303444150065,1.498,4.791,329.968
4.05074414186345,1.5078598491704798,24.821713815460406,1.5,4.791,338.125
4.052098081479272,1.506474866115876,24.836695963971753,1.498,4.791,346.281
4.053454286939782,1.5073488962040387,24.840096488731703,1.5,4.796,354.484
4.054483492165624,1.5071580306018184,24.84182683175068,1.498,4.796,362.656
4.055632341510068,1.5066060005571167,24.847196599612143,1.5,4.796,370.828
4.0565059659554175,1.508107887127225,24.84826490478059,1.498,4.796,379.0
4.057689195774195,1.5057810661962165,24.852136333486317,1.498,4.796,387.172
4.058770700413839,1.5085491349375557,24.86729083880423,1.5,4.802,395.328
4.05970911774084,1.5059468299079288,24.87488643959123,1.5,4.802,403.484
4.060648626577484,1.5074251810622907,24.874729814163874,1.5,4.802,411.656
4.061503794116379,1.5070192043767972,24.883446129844717,1.498,4.802,419.812
4.06251981000332,1.5078516920442244,24.899454923198984,1.498,4.802,427.984
4.06331838375683,1.5079087884501592,24.907004729104855,1.5,4.807,436.203
4.064278430596009,1.507638053646322,24.91334811355462,1.498,4.807,444.422
4.065322706050024,1.5070496460032154,24.918850644610487,1.498,4.807,452.625
4.066094105996581,1.5065785510654566,24.936987013240568,1.5,4.807,460.797
4.067082530286471,1.5066787547472171,24.949267890600826,1.5,4.807,468.953
4.067960210909918,1.50628585658382,24.954796289755123,1.5,4.807,477.125
4.068829252081509,1.5097950126460533,24.962051624055135,1.5,4.812,485.281
4.069869853218071,1.5101781229665276,24.964719758528346,1.498,4.812,493.437
4.0705983202252645,1.5071933665068267,24.97216855441206,1.5,4.812,501.609
4.071650933837196,1.5086579180210484,24.98291124372357,1.498,4.812,509.781
4.072587243625082,1.50513100227675,25.00098205701011,1.498,4.812,517.937
4.073476959551804,1.5075128631455301,25.004250786190642,1.498,4.812,526.125
4.0745327450662305,1.5048062021558488,25.02192681526077,1.5,4.818,534.343
4.075263572552526,1.5071128807216922,25.02676321504771,1.5,4.818,542.515
4.076308291366849,1.5055379364397945,25.038531056318387,1.498,4.818,550.703
4.077092698214944,1.507273190550883,25.047636454656153,1.498,4.818,558.859
4.07804040259929,1.507337287813139,25.062863634367854,1.498,4.818,567.031
4.079127232365737,1.5083954169108955,25.074080070864717,1.5,4.818,575.187
4.080141176388196,1.5080515356586544,25.08403903103591,1.5,4.823,583.359
4.080855473978502,1.5068715465421527,25.092677033128535,1.5,4.823,591.515
4.081853529564842,1.5105141436351581,25.10391062978269,1.498,4.823,599.672
4.082877496711394,1.5075863391605904,25.119352965084403,1.498,4.823,607.828
4.083606458865214,1.508326163018446,25.13339577097048,1.498,4.829,616.047
4.084481691833524,1.5089853729607314,25.1384245883626,1.5,4.829,624.218
4.085662945524279,1.5096274142655377,25.153864120700543,1.5,4.829,632.375
4.086662625116424,1.505790123067581,25.168984079932926,1.498,4.829,640.547
4.087665352438403,1.5083233784022134,25.17889306406917,1.5,4.829,648.703
4.088546616567959,1.5092591270092357,25.192890279891376,1.498,4.829,656.875
4.0893762442488395,1.507981534154261,25.20245289546235,1.5,4.834,665.047
4.090405861227342,1.5089048131044926,25.210928439255547,1.5,4.834,673.203
4.091173987057048,1.5075889445129445,25.223527670797704,1.498,4.834,681.359
4.0922014506908315,1.5075171267469656,25.228676083878035,1.5,4.834,689.515
4.09336736377562,1.5067295888191192,25.249016379646374,1.5,4.834,697.672
4.094132518311414,1.5084566150025953,25.253591929229408,1.5,4.834,705.843
4.095161910457117,1.5093444530289055,25.265992260972965,1.498,4.834,714.047
4.095926171893826,1.5064540973694431,25.274753603244786,1.498,4.839,722.265
4.097145670273368,1.5119023963314133,25.28399183445166,1.5,4.839,730.453
4.097829507430202,1.5061645871249174,25.298362119786425,1.5,4.839,738.609
4.098913834828695,1.5062995961019316,25.31367879063095,1.5,4.839,746.765
4.0997284658088935,1.5071310199782686,25.33342450507506,1.5,4.839,754.937
4.100644664737086,1.5079316067622504,25.33355981737586,1.5,4.839,763.109
4.101641939766346,1.506803279726239,25.351395746855182,1.5,4.845,771.297
4.102331675671823,1.5069726978195583,25.36343522115467,1.5,4.845,779.453
4.103408780098942,1.5073531579791406,25.378812988715016,1.5,4.845,787.625
4.10400524907998,1.5094177527230355,25.391748851787614,1.5,4.845,795.797
4.105158453122041,1.5091641362156443,25.40017578361393,1.5,4.845,803.953
4.105984728707609,1.5088436807415446,25.41643179920991,1.5,4.85,812.109
4.106759806364147,1.5082012273285894,25.425934414855178,1.498,4.85,820.265
4.107561642107634,1.5080076520471222,25.443358275177154,1.498,4.85,828.422
4.108561338370049,1.5088946928974212,25.453651131907872,1.498,4.85,836.672
4.109425497281099,1.5088462602991775,25.46361484753293,1.5,4.85,844.859
4.110368225048583,1.5078300302983516,25.478158186169164,1.5,4.85,853.125
4.111346822042248,1.5084174357345517,25.501401150773777,1.5,4.856,861.328
4.112099642946571,1.5097758005402098,25.511137320564117,1.5,4.856,869.547
4.113036331025308,1.5077430677420014,25.51784747863211,1.5,4.856,877.718
4.113918514631127,1.5074903978872922,25.534678405091096,1.5,4.856,885.89
4.11474762400788,1.5082328698808036,25.533841041693133,1.498,4.856,894.047
4.1153055224367465,1.5080171425581912,25.548113834887488,1.498,4.856,902.218
4.116618718873783,1.507890605253503,25.55539893675554,1.5,4.861,910.39
4.11743080912299,1.5076878540349494,25.575827852624684,1.5,4.861,918.547
4.118273152688204,1.5086728654751618,25.58475108424142,1.5,4.861,926.703
4.118836975085109,1.5112563042554172,25.60595777316272,1.498,4.861,934.875
4.119786317036134,1.5077185821028192,25.610426319028715,1.5,4.861,943.031
4.120717156664119,1.507960876269328,25.623078345648985,1.5,4.861,951.187
4.121591742133101,1.5072003599660657,25.633418996299085,1.5,4.861,959.359
4.122222328962083,1.5069004810613167,25.645768386649994,1.498,4.866,967.531
4.1235200893178465,1.5113159857599157,25.650735160302865,1.498,4.866,975.687
4.124230149781096,1.5061970258758968,25.66451139521567,1.498,4.866,983.859
4.125118671328626,1.509383514231848,25.676052740799367,1.5,4.866,992.015
4.125940380864669,1.5063421422493368,25.69502814605696,1.498,4.866,1000.172
4.126768659627958,1.5080130861478165,25.70866417786939,1.5,4.866,1008.328
4.12760394809069,1.508852559872889,25.711486967750314,1.498,4.872,1016.531
4.128642604786286,1.5073304023404408,25.731098903314503,1.498,4.872,1024.75
4.129414962520826,1.5071752415253121,25.748406681696196,1.5,4.872,1032.953
4.1302048935053985,1.5048782329946255,25.75793744505246,1.498,4.872,1041.125
4.131251230046532,1.5096293323732766,25.760890373912897,1.5,4.872,1049.281
4.132271805614624,1.5071334617538077,25.775179457621654,1.5,4.872,1057.515
4.133033996949223,1.5081484157912117,25.79241423874812,1.5,4.877,1065.687
4.1338594353049345,1.507020955202749,25.80643449945694,1.498,4.877,1073.906
4.134962115755605,1.5074294297790682,25.816621924474983,1.5,4.877,1082.078
4.135860596813582,1.50690580861421,25.83233831087959,1.5,4.877,1090.234
4.136625522078919,1.5090101384076582,25.84797711584895,1.5,4.877,1098.453
4.13748817634679,1.5081629543958548,25.849540224483608,1.5,4.883,1106.609
4.138503648699249,1.5074903135127806,25.86599797101084,1.5,4.883,1114.765
4.139363748958752,1.5076656490439972,25.88198063916523,1.5,4.877,1122.922
4.140127763120777,1.5047223103654854,25.897425021780066,1.5,4.883,1131.093
4.141355525546695,1.5053316615958379,25.907909516545082,1.498,4.883,1139.25
4.14240123165688,1.5080892886620847,25.914436192172403,1.498,4.883,1147.406
4.14320907372778,1.5045512365951956,25.932971680995884,1.498,4.883,1155.562
4.1440476078497035,1.5081609198175532,25.94371808515511,1.498,4.888,1163.781
4.145210530289585,1.5066505973550277,25.95420840299662,1.498,4.888,1171.937
4.145972802141535,1.5068568685029775,25.97534165754646,1.498,4.888,1180.14
4.147040788618998,1.5051757641291106,25.982058396394137,1.498,4.888,1188.297
4.147986362528941,1.5053682222315035,26.002196193624727,1.5,4.888,1196.453
4.148932597245195,1.50849801132603,26.01392140855838,1.5,4.888,1204.625
4.149719493876607,1.5096688225118595,26.022850973910455,1.5,4.893,1212.781
4.150670822579829,1.5072130354826034,26.03175029712161,1.5,4.893,1220.937
4.151798695037066,1.5095005186655284,26.04706644239739,1.498,4.893,1229.093
4.1527076621648895,1.50560167113429,26.057563865866932,1.5,4.893,1237.25
4.15378241311531,1.5083252770192914,26.073600667002356,1.5,4.893,1245.422
4.1547532666397196,1.507143725191868,26.08156572483693,1.5,4.899,1253.734
4.155643544360013,1.5084977017018093,26.101044955578132,1.5,4.899,1261.89
4.156986802055521,1.5082588411253142,26.118746714089568,1.498,4.899,1270.047
4.157867777140846,1.507811923394266,26.12242076877966,1.498,4.899,1278.187
4.158616452703386,1.5088430369755745,26.137202897596758,1.498,4.899,1286.359
4.159676151299968,1.507701387465452,26.14733600590024,1.5,4.899,1294.515
4.160773832591542,1.5080891400609775,26.162131092124497,1.498,4.904,1302.672
4.161730769551291,1.5062152211809825,26.177479530517346,1.5,4.904,1310.828
4.162772316283311,1.506160913524714,26.193766460591345,1.498,4.904,1318.984
4.163884922031003,1.5093140495567268,26.21250195974476,1.5,4.904,1327.156
4.164847236663334,1.5075410878412012,26.223340965033255,1.498,4.904,1335.312
4.165768729080253,1.5069677097089023,26.234544461419876,1.498,4.91,1343.531
4.166711746478455,1.5078546325099162,26.253759392330593,1.5,4.91,1351.703
4.167946615291602,1.5076398257364036,26.2640606649112,1.498,4.91,1359.875
4.169030231237867,1.5094420556424388,26.276752940006055,1.5,4.91,1368.031
4.170184629285356,1.5085962193176152,26.283548594431647,1.5,4.915,1376.25
4.171404319049003,1.5040439433999258,26.30296425283182,1.5,4.915,1384.406
4.172170239806846,1.509563817352532,26.30872735833396,1.5,4.915,1392.578
4.173358989660374,1.5035032103352826,26.32587821593139,1.498,4.915,1400.734
4.174169986201135,1.507594751616606,26.34117986292417,1.498,4.915,1408.89
4.17521876054512,1.5120996123922223,26.353668431280408,1.5,4.915,1417.062
4.176388339732149,1.50770973421383,26.36452444341074,1.498,4.921,1425.218
4.177421269627273,1.5064571495072487,26.37590739427232,1.5,4.921,1433.375
4.178693365221621,1.5099836008527907,26.39275955485454,1.5,4.921,1441.547
4.179704073736961,1.5070839486288572,26.412952267593628,1.5,4.921,1449.703
4.180944353140409,1.5084506289642918,26.422946113869045,1.5,4.926,1457.922
